track_id,split,text,genre,labels
61006,training,"Title: Week One. Artist: Ben von Wildenhaus. Album: Instrumental Quaalude, vol. 1. Genre: Folk",Folk,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
61007,training,"Title: Week Two. Artist: Ben von Wildenhaus. Album: Instrumental Quaalude, vol. 1. Genre: Folk",Folk,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
61008,training,"Title: Week Four. Artist: Ben von Wildenhaus. Album: Instrumental Quaalude, vol. 1. Genre: Folk",Folk,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
61010,training,"Title: Week Six. Artist: Ben von Wildenhaus. Album: Instrumental Quaalude, vol. 1. Genre: Folk",Folk,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
61011,training,"Title: Week Seven. Artist: Ben von Wildenhaus. Album: Instrumental Quaalude, vol. 1. Genre: Folk",Folk,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
61012,training,"Title: Week Eight. Artist: Ben von Wildenhaus. Album: Instrumental Quaalude, vol. 1. Genre: Folk",Folk,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
61013,training,"Title: Week Nine. Artist: Ben von Wildenhaus. Album: Instrumental Quaalude, vol. 1. Genre: Folk",Folk,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
62426,training,Title: Vladimir Estragon. Artist: Jahzzar. Album: Blinded by Dust. Genre: Folk,Folk,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
62436,training,Title: Fastest Man on Earth. Artist: Jahzzar. Album: Blinded by Dust. Genre: Pop,Pop,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
62445,training,Title: Comic. Artist: Jahzzar. Album: Comic. Genre: Rock,Rock,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
62449,training,Title: Maybe. Artist: Jahzzar. Album: Comic. Genre: Pop,Pop,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
62671,training,Title: Striped blue vinyl. Artist: Jahzzar. Album: RawDub. Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
62748,training,Title: Haunted. Artist: Jahzzar. Album: Wake Up. Genre: Pop,Pop,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
62749,training,Title: Heartbreaker. Artist: Jahzzar. Album: Wake Up. Genre: Pop,Pop,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
62750,training,Title: Roller-skate. Artist: Jahzzar. Album: Wake Up. Genre: Pop,Pop,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
62751,training,Title: Birthday Cake. Artist: Jahzzar. Album: Wake Up. Genre: Pop,Pop,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
62753,training,Title: VHS. Artist: Jahzzar. Album: Wake Up. Genre: Pop,Pop,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
63287,training,Title: I Was The Killer. Artist: I Was A Teenage Strangler Soundtrack. Album: I Was A Teenage Strangler Soundtrack. Genre: Instrumental,Instrumental,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
63289,training,Title: Ticking eye. Artist: I Was A Teenage Strangler Soundtrack. Album: I Was A Teenage Strangler Soundtrack. Genre: Instrumental,Instrumental,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
63290,training,Title: Creep 04 (minimal). Artist: I Was A Teenage Strangler Soundtrack. Album: I Was A Teenage Strangler Soundtrack. Genre: Instrumental,Instrumental,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
63291,training,Title: March of the Teenagers pt. 2. Artist: I Was A Teenage Strangler Soundtrack. Album: I Was A Teenage Strangler Soundtrack. Genre: Instrumental,Instrumental,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
63292,training,Title: Outtake. Artist: I Was A Teenage Strangler Soundtrack. Album: I Was A Teenage Strangler Soundtrack. Genre: Instrumental,Instrumental,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
63655,training,Title: Part I. Artist: Jahzzar. Album: Moonxine. Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
64093,training,Title: sweet talking. Artist: Alcove. Album: Bit by Bit. Genre: Experimental,Experimental,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
64331,training,Title: Promo Mix Vocal Edit (Luv Dub Mix). Artist: Pierlo. Album: Can't Unfeel the Rhythm EP (Commerciale '94 Megamix). Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
64332,training,Title: Passion Unlimited (Beat to the Feeling 94 Version). Artist: Pierlo. Album: Can't Unfeel the Rhythm EP (Commerciale '94 Megamix). Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
64333,training,Title: You Can't Unfeel The Rhythm (DJ JC Radio Edit). Artist: Pierlo. Album: Can't Unfeel the Rhythm EP (Commerciale '94 Megamix). Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
64334,training,Title: Everybody Dance (All Night Luv Garage Edit) feat. Alexia Dee's. Artist: Pierlo. Album: Can't Unfeel the Rhythm EP (Commerciale '94 Megamix). Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
64594,training,Title: banjo mouth. Artist: Buildings and Mountains. Album: Summer Gut String. Genre: Experimental,Experimental,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
64601,training,Title: Start Running. Artist: Buildings and Mountains. Album: Summer Gut String. Genre: Experimental,Experimental,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
64604,training,Title: i dont want to die alone. Artist: Buildings and Mountains. Album: Summer Gut String. Genre: Experimental,Experimental,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
66525,training,Title: Bending Light. Artist: krackatoa. Album: Monkies in the Temple. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
66757,training,Title: Under the Mountain. Artist: krackatoa. Album: Sun Dripping Down the Stainglass. Genre: Instrumental,Instrumental,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
67829,training,Title: Shaking Boombah. Artist: krackatoa. Album: The Universal Fluff Theory. Genre: Experimental,Experimental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
69567,training,Title: Your Chime. Artist: Dead Doves. Album: Dead Doves. Genre: Folk,Folk,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
73363,training,Title: Triangulate. Artist: Deltason. Album: Solar Phases. Genre: Electronic,Electronic,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73365,training,Title: Ground Loop. Artist: Deltason. Album: Solar Phases. Genre: Electronic,Electronic,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73366,training,Title: Night Terrors  (Ft. Konuvvi). Artist: Deltason. Album: Solar Phases. Genre: Electronic,Electronic,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73367,training,Title: Back To Earth. Artist: Deltason. Album: Solar Phases. Genre: Electronic,Electronic,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73368,training,Title: Flow Of The River. Artist: Deltason. Album: Solar Phases. Genre: Electronic,Electronic,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73369,training,Title: Remote. Artist: Deltason. Album: Solar Phases. Genre: Electronic,Electronic,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73370,training,Title: Tunnel Vision. Artist: Deltason. Album: Solar Phases. Genre: Electronic,Electronic,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73371,training,Title: North Western. Artist: Deltason. Album: Solar Phases. Genre: Electronic,Electronic,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73372,training,Title: Garden Theme. Artist: Deltason. Album: Solar Phases. Genre: Electronic,Electronic,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73495,training,Title: Mariachi Bandits of Gatling Gun Ridge. Artist: krackatoa. Album: Dining On Backs of the Brave. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73566,training,Title: The Mirror Wall. Artist: James Beaudreau. Album: Astral Law (WBR 35). Genre: Folk,Folk,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73568,training,Title: Reginald Earth. Artist: James Beaudreau. Album: Astral Law (WBR 35). Genre: Folk,Folk,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73572,training,Title: Easy Pieces No4. Artist: James Beaudreau. Album: Astral Law (WBR 35). Genre: Folk,Folk,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73573,training,Title: Devotional. Artist: James Beaudreau. Album: Astral Law (WBR 35). Genre: Folk,Folk,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73580,training,Title: Quiver. Artist: James Beaudreau. Album: Astral Law (WBR 35). Genre: Folk,Folk,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73584,training,Title: Goodmorning Junction. Artist: James Beaudreau. Album: Astral Law (WBR 35). Genre: Folk,Folk,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73585,training,Title: Stellar Rushes. Artist: James Beaudreau. Album: Astral Law (WBR 35). Genre: Folk,Folk,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73587,training,Title: Listening. Artist: James Beaudreau. Album: Astral Law (WBR 35). Genre: Folk,Folk,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
74706,training,"Title: Fall asleep under the millions of stars (Instrumental). Artist: springtide. Album: Sounds strange, weird, but unmistakably romantic (beta). Genre: Rock",Rock,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
80515,training,Title: Alarm. Artist: Jahzzar. Album: Crime Scene. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
80516,training,Title: Battle. Artist: Jahzzar. Album: Crime Scene. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
80517,training,Title: Breaking Bad. Artist: Jahzzar. Album: Crime Scene. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
80518,training,Title: Change. Artist: Jahzzar. Album: Crime Scene. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
80519,training,Title: T800. Artist: Jahzzar. Album: Crime Scene. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
80520,training,Title: Thin Line. Artist: Jahzzar. Album: Crime Scene. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81189,training,"Title: Slalom (Ennio Morricone). Artist: Ak'chamel, The Giver of Illness. Album: Old Norse Mara. Genre: Experimental",Experimental,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
81485,training,Title: Low Jack. Artist: Podington Bear. Album: Backbeat. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81491,training,Title: Arp and Piano Beat. Artist: Podington Bear. Album: Background. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81512,training,Title: Simpler. Artist: Podington Bear. Album: Background. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81523,training,Title: Twinkletoes. Artist: Podington Bear. Album: Background. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81543,training,Title: GUI. Artist: Podington Bear. Album: Driving. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81554,training,Title: QuasarGroove. Artist: Podington Bear. Album: Driving. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81555,training,Title: Rabbiting. Artist: Podington Bear. Album: Driving. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81565,training,Title: Baile. Artist: Podington Bear. Album: Equatorial. Genre: Instrumental,Instrumental,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81576,training,Title: Winjammer. Artist: Podington Bear. Album: Equatorial. Genre: Instrumental,Instrumental,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81586,training,Title: Molasses. Artist: Podington Bear. Album: Grit. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81638,training,Title: Brightening. Artist: Podington Bear. Album: Panoramic / Ambient. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81650,training,Title: Loaming Pulse. Artist: Podington Bear. Album: Panoramic / Ambient. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81660,training,Title: Swollen Cloud. Artist: Podington Bear. Album: Panoramic / Ambient. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82914,training,Title: Bonnies Theme. Artist: krackatoa. Album: Dining On Backs of the Brave. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82915,training,Title: Dining on Backs of the Brave. Artist: krackatoa. Album: Dining On Backs of the Brave. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82916,training,Title: Chasing Butterflies into the Snow. Artist: krackatoa. Album: Dining On Backs of the Brave. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82917,training,Title: Handguns in Heaven. Artist: krackatoa. Album: Dining On Backs of the Brave. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82918,training,Title: Ascent of Sham. Artist: krackatoa. Album: Dining On Backs of the Brave. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82919,training,Title: Corporate Conga Line. Artist: krackatoa. Album: Dining On Backs of the Brave. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82920,training,Title: Opus Delorean. Artist: krackatoa. Album: Dining On Backs of the Brave. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82921,training,Title: Crawling Down Walls. Artist: krackatoa. Album: Dining On Backs of the Brave. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82928,training,Title: Diwali Charlie. Artist: krackatoa. Album: Dining On Backs of the Brave. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82929,training,Title: Horizon Mine. Artist: krackatoa. Album: Dining On Backs of the Brave. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82930,training,Title: Opotiki Over and Out. Artist: krackatoa. Album: Dining On Backs of the Brave. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82931,training,Title: Hefty Leftie Drop Attack. Artist: krackatoa. Album: Dining On Backs of the Brave. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82932,training,Title: Blank DNA of Reverence. Artist: krackatoa. Album: Dining On Backs of the Brave. Genre: Instrumental,Instrumental,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
