Model,Track ID,Text,Genre,True Labels,Top Predictions
Fusion,93522,Title: Snake Charm. Artist: Moon Veil. Album: Snake Charm. Genre: Electronic,Electronic,"ambient, electronica",electronic (0.283); ambient (0.076); techno (0.073); electronica (0.066); instrumental (0.050)
Fusion,93523,Title: Up There. Artist: Moon Veil. Album: Snake Charm. Genre: Electronic,Electronic,"ambient, electronica",electronic (0.406); instrumental (0.068); ambient (0.038); electronica (0.034); techno (0.027)
Fusion,95486,Title: Pop Music. Artist: Ventolyn & Becotyde. Album: Audissect. Genre: Pop,Pop,"electronic, ambient",instrumental (0.405); electronic (0.247); experimental (0.214); electronica (0.167); idm (0.085)
Fusion,111994,Title: Aego. Artist: Serakhe0n. Album: Signal. Genre: Instrumental,Instrumental,ambient,electronic (0.088); instrumental (0.086); experimental (0.037); ambient (0.028); electronica (0.008)
Fusion,112000,Title: Green. Artist: Serakhe0n. Album: Signal. Genre: Instrumental,Instrumental,ambient,electronic (0.195); ambient (0.142); instrumental (0.117); techno (0.065); experimental (0.046)
Fusion,112001,Title: Blue. Artist: Serakhe0n. Album: Signal. Genre: Instrumental,Instrumental,ambient,electronic (0.159); instrumental (0.121); ambient (0.116); techno (0.054); experimental (0.037)
Fusion,115002,Title: Squire Tuck - Get on the Funky Train to Groove Town. Artist: Squire Tuck. Album: Lost in the Moment. Genre: Instrumental,Instrumental,rock,instrumental (0.352); electronic (0.120); experimental (0.012); folk (0.009); rock (0.007)
Fusion,115011,"Title: Squire Tuck - Funk In, Funk Out. Artist: Squire Tuck. Album: Lost in the Moment. Genre: Instrumental",Instrumental,rock,instrumental (0.269); electronic (0.044); experimental (0.013); rock (0.012); ambient (0.009)
Fusion,131410,Title: PITHIA. Artist: Suburban Howl. Album: Suburban Howl. Genre: Experimental,Experimental,"experimental, noise",experimental (0.773); instrumental (0.113); noise (0.108); folk (0.042); electronic (0.029)
Fusion,136054,Title: Vertigo. Artist: Sinapsi. Album: Come Realtà. Genre: Rock,Rock,instrumental,electronic (0.189); experimental (0.179); ambient (0.134); electronica (0.131); instrumental (0.110)
Fusion,137624,Title: You Can't Kill Me. Artist: The Sun Through A Telescope. Album: I Die Smiling. Genre: Rock,Rock,"noise, ambient",folk (0.292); electronic (0.174); instrumental (0.126); rock (0.108); industrial (0.078)
Fusion,137627,Title: I Die Smiling. Artist: The Sun Through A Telescope. Album: I Die Smiling. Genre: Rock,Rock,"noise, ambient",folk (0.130); instrumental (0.052); experimental (0.042); electronic (0.033); rock (0.023)
Fusion,137630,Title: The Bitten. Artist: The Sun Through A Telescope. Album: I Die Smiling. Genre: Rock,Rock,"noise, ambient",folk (0.184); instrumental (0.077); electronic (0.056); experimental (0.021); rock (0.015)
Fusion,137631,Title: It's Cold But I'm Warm. Artist: The Sun Through A Telescope. Album: I Die Smiling. Genre: Rock,Rock,"noise, ambient",folk (0.098); instrumental (0.035); electronic (0.034); rock (0.033); experimental (0.030)
Fusion,137632,Title: Mr. Yawning Infinity Chasm/SuperInfinity. Artist: The Sun Through A Telescope. Album: I Die Smiling. Genre: Rock,Rock,"noise, ambient",instrumental (0.165); electronic (0.113); experimental (0.101); folk (0.059); noise (0.025)
Fusion,139933,Title: Intro. Artist: Resonancedj & Giulio Maddaloni. Album: Rotated ( EP ). Genre: Electronic,Electronic,"electronica, electro",electronic (0.289); electronica (0.120); techno (0.077); experimental (0.071); instrumental (0.041)
Fusion,139934,Title: Fasten your seatbelt. Artist: Resonancedj & Giulio Maddaloni. Album: Rotated ( EP ). Genre: Electronic,Electronic,"electronica, electro",electronic (0.348); techno (0.144); electronica (0.132); experimental (0.076); compilation (0.063)
Fusion,139935,Title: Kevlar Boyz. Artist: Resonancedj & Giulio Maddaloni. Album: Rotated ( EP ). Genre: Electronic,Electronic,"electronica, electro",electronic (0.314); electronica (0.132); experimental (0.092); techno (0.081); instrumental (0.041)
Fusion,139936,Title: Particel Size. Artist: Resonancedj & Giulio Maddaloni. Album: Rotated ( EP ). Genre: Electronic,Electronic,"electronica, electro",electronic (0.329); electronica (0.107); experimental (0.082); techno (0.076); instrumental (0.036)
Fusion,139937,Title: Speleology. Artist: Resonancedj & Giulio Maddaloni. Album: Rotated ( EP ). Genre: Electronic,Electronic,"electronica, electro",electronic (0.285); electronica (0.162); techno (0.117); experimental (0.093); compilation (0.071)
Fusion,144592,Title: Dark Matter. Artist: Trillion Catz. Album: The Big Numbers. Genre: Electronic,Electronic,downtempo,electronic (0.359); electronica (0.082); instrumental (0.073); techno (0.038); rock (0.026)
